id date age minVel slowVel type count correct incorrect corrected dropped percCorrect latency accuracy accuracyLast accuracyMost
10128 20060706 18.783 4 4 ps 47 13 0 0 34 100 359 2.86 2.86 1.47
10128 20060706 18.783 8 1 ps 43 14 2 0 28 87.5 355 2.08 2.08 1.5
10128 20060706 18.783 8 4 ps 44 15 1 0 29 93.8 426 2.23 2.23 1.69
10128 20070808 19.791 4 1 ps 48 34 3 2 11 91.9 370 1.25 1.25 0.93
10128 20070808 19.791 4 4 ps 48 37 3 3 8 92.5 392 1.6 1.6 1.2
10128 20070808 19.791 8 1 ps 47 30 1 2 17 96.8 377 1.17 1.17 1.16
10128 20070808 19.791 8 4 ps 47 31 1 2 16 96.9 392 1.39 1.39 1.29
10128 20080910 20.800 4 1 ps 48 44 1 1 3 97.8 420 0.56 0.56 0.5
10128 20080910 20.800 4 4 ps 48 46 1 1 1 97.9 437 0.93 0.93 0.71
10128 20080910 20.800 8 1 ps 46 44 1 1 3 97.8 417 0.58 0.58 0.47
10128 20080910 20.800 8 4 ps 46 44 1 1 3 97.8 438 0.91 0.91 0.84
10128 20090827 21.800 4 1 ps 48 42 3 1 3 93.3 435 0.72 0.72 0.65
10128 20090827 21.800 4 4 ps 48 41 4 3 3 91.1 460 0.98 0.98 0.75
10128 20090827 21.800 8 1 ps 48 41 4 2 3 91.1 431 0.77 0.77 0.72
10128 20090827 21.800 8 4 ps 48 41 4 3 3 91.1 466 0.83 0.83 0.83
10128 20120418 24.766 4 1 ps 48 46 1 1 1 97.9 417 1.12 1.12 1.07
10128 20120418 24.766 4 4 ps 48 46 1 1 1 97.9 437 1.19 1.19 1.12
10128 20120418 24.766 8 1 ps 47 45 0 0 3 100 421 1.1 1.1 1.1
10128 20120418 24.766 8 4 ps 47 45 0 0 3 100 440 1.15 1.15 1.15
10128 20130522 25.775 4 1 ps 48 43 0 0 5 100 401 1.01 1.01 0.93
10128 20130522 25.775 4 4 ps 48 45 2 3 1 95.7 425 1.17 1.17 1.08
10128 20130522 25.775 8 1 ps 47 41 0 0 7 100 405 0.92 0.92 0.92
10128 20130522 25.775 8 4 ps 47 42 0 0 6 100 422 1.08 1.08 1.07
10311 20060601 20.16 4 1 ps 48 45 0 0 3 100 343 0.63 0.63 0.58
10311 20060601 20.16 4 4 ps 48 46 0 0 2 100 369 0.99 0.99 0.87
10311 20060601 20.16 8 1 ps 45 38 0 0 10 100 344 0.7 0.7 0.7
10311 20060601 20.16 8 4 ps 45 38 0 0 10 100 369 1.03 1.03 1.03
10311 20070517 21.8 4 1 ps 48 47 0 0 1 100 350 1.15 1.15 1.14
10311 20070517 21.8 4 4 ps 48 47 0 0 1 100 369 1.24 1.24 1.23
10311 20070517 21.8 8 1 ps 44 41 0 0 5 100 352 1.18 1.11 0.98
10311 20070517 21.8 8 4 ps 44 41 0 0 5 100 371 1.27 1.19 1.05
10311 20080514 22.8 4 1 ps 48 48 0 0 0 100 340 1.11 1.11 1.06
